TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION
0,Cash loans,F,N,Y,0,90000.0,284400.0,18643.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.035792,-23890,-4365,-13623.0
0,Cash loans,M,N,Y,0,202500.0,194922.0,16857.0,157500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.020246,-22334,-1866,-184.0
0,Cash loans,F,N,Y,0,225000.0,545040.0,31419.0,450000.0,Family,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.032561,-22805,-1745,-8167.0
1,Cash loans,F,N,Y,0,225000.0,225000.0,10953.0,225000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.028663,-18427,-6169,-7091.0
0,Cash loans,F,N,Y,0,67500.0,275040.0,10498.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019101,-9962,-1629,-3927.0
0,Cash loans,F,N,N,2,121500.0,450000.0,21649.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,-10509,-1661,-3183.0
0,Cash loans,M,N,Y,1,202500.0,1080000.0,45886.5,1080000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.003069,-12783,-1695,-6448.0
0,Cash loans,F,N,Y,0,135000.0,270000.0,19332.0,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.028663,-22419,365243,-2502.0
0,Cash loans,F,N,Y,0,94500.0,353241.0,20407.5,319500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.00496,-18433,-7202,-3951.0
1,Cash loans,M,N,Y,2,198000.0,1762110.0,48586.5,1575000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.018029,-13527,-4087,-1335.0
0,Cash loans,F,N,Y,0,112500.0,408780.0,15538.5,337500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0060079999999999,-19864,-2136,-4242.0
0,Revolving loans,M,N,Y,0,441000.0,855000.0,42750.0,855000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.072508,-16707,-1102,-1112.0
0,Cash loans,F,N,Y,0,58500.0,571486.5,24340.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18991,-1454,-6770.0
0,Cash loans,M,Y,Y,0,180000.0,463284.0,22531.5,382500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-13029,-2275,-5540.0
0,Cash loans,M,N,N,0,90000.0,117162.0,12559.5,103500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010966,-9329,-871,-7701.0
0,Cash loans,F,N,N,3,90000.0,254700.0,14751.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.0145199999999999,-14653,-800,-3790.0
0,Cash loans,F,N,N,0,157500.0,450000.0,21109.5,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.026392,-21144,365243,-9656.0
0,Revolving loans,F,N,Y,2,180000.0,337500.0,16875.0,337500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-12946,-569,-419.0
0,Cash loans,F,N,Y,0,297000.0,728460.0,41949.0,675000.0,Family,Pensioner,Higher education,Married,House / apartment,0.072508,-24749,365243,-1099.0
0,Cash loans,M,Y,Y,0,148500.0,799299.0,38583.0,702000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00712,-14289,-3676,-4957.0
1,Cash loans,F,Y,Y,0,81000.0,315000.0,15318.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-18894,-1278,-6174.0
0,Cash loans,F,N,Y,0,90000.0,1125000.0,32895.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010966,-21052,365243,-294.0
0,Cash loans,F,Y,N,0,112500.0,1125000.0,33025.5,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-15278,-2038,-115.0
0,Cash loans,M,N,Y,0,112500.0,260568.0,27490.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.008019,-11409,-1404,-11339.0
0,Cash loans,F,N,Y,0,135000.0,675000.0,19071.0,675000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.030755,-12644,-2485,-3419.0
0,Cash loans,M,N,Y,0,270000.0,1096020.0,55962.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,-14549,-774,-1641.0
1,Cash loans,M,N,N,0,175500.0,808650.0,23773.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00702,-21257,-4465,-12465.0
0,Cash loans,F,N,N,0,180000.0,99000.0,10273.5,99000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.00712,-15196,365243,-7785.0
0,Cash loans,F,N,N,0,117000.0,945000.0,27630.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-11485,-674,-5020.0
0,Cash loans,M,Y,N,0,112500.0,545040.0,36553.5,450000.0,Unaccompanied,Working,Higher education,Civil marriage,With parents,0.010556,-10085,-1009,-4615.0
0,Cash loans,M,N,Y,0,270000.0,1695123.0,59049.0,1548000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005144,-19394,-2867,-8614.0
0,Revolving loans,F,N,Y,0,103500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.020246,-15215,-2435,-510.0
0,Cash loans,F,N,Y,0,171000.0,724981.5,35005.5,648000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-16396,-4892,-8003.0
0,Cash loans,M,Y,Y,1,247500.0,473760.0,53581.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.030755,-15041,-857,-20.0
0,Cash loans,F,N,Y,2,315000.0,1078200.0,38331.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0072739999999999,-10232,-243,-3958.0
0,Cash loans,F,N,Y,2,207000.0,1291500.0,51219.0,1188000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.015221,-13381,-6774,-5109.0
0,Cash loans,F,N,Y,0,73350.0,247275.0,17338.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.007114,-22113,365243,-2536.0
1,Cash loans,M,N,Y,0,225000.0,675000.0,53460.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.031329,-19256,-574,-3195.0
0,Revolving loans,F,N,Y,1,90000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006296,-15918,-1486,-3096.0
0,Cash loans,F,N,N,0,675000.0,1506816.0,49797.0,1350000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.04622,-12710,-2330,-3695.0
0,Cash loans,M,N,N,0,112500.0,539100.0,29376.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-20986,365243,-10622.0
0,Cash loans,F,N,Y,0,112500.0,450000.0,23107.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-18783,-375,-8797.0
0,Cash loans,F,N,Y,0,270000.0,1249740.0,69912.0,1125000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.009175,-16600,-1829,-1321.0
0,Cash loans,M,Y,N,0,202500.0,1061658.0,28134.0,760500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-21266,-2436,-2759.0
0,Revolving loans,F,N,Y,0,270000.0,900000.0,45000.0,900000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.04622,-13456,-1659,-7204.0
0,Cash loans,M,Y,Y,0,202500.0,1125000.0,32895.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0116569999999999,-19043,-311,-5810.0
0,Cash loans,M,N,Y,2,315000.0,1130112.0,37480.5,1012500.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.008068,-15889,-230,-2588.0
0,Cash loans,F,N,N,1,157500.0,629320.5,26793.0,508500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.010966,-13450,-4402,-8483.0
0,Cash loans,M,N,Y,0,171000.0,512064.0,25033.5,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-19200,-834,-1480.0
0,Cash loans,M,N,Y,3,112500.0,247275.0,22680.0,225000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-10624,-2158,-175.0
0,Cash loans,M,N,N,1,180000.0,157500.0,12442.5,157500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-9567,-1093,-3595.0
0,Cash loans,M,Y,Y,3,99000.0,420718.5,17955.0,319500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029,-16512,365243,-5968.0
0,Cash loans,F,N,Y,0,112500.0,1105083.0,39825.0,904500.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.010643,-14855,-4835,-3291.0
0,Cash loans,M,Y,N,0,144000.0,1236816.0,36292.5,1080000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.031329,-22727,-1048,-1766.0
0,Cash loans,M,Y,Y,0,112500.0,148500.0,17752.5,148500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-8460,-584,-5746.0
0,Cash loans,F,N,Y,0,81000.0,376920.0,20574.0,270000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.010966,-8086,-517,-8067.0
1,Cash loans,F,N,N,0,225000.0,945000.0,25987.5,945000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.0096569999999999,-13596,-4588,-47.0
0,Cash loans,F,N,Y,0,225000.0,792162.0,43101.0,630000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006305,-21672,-2850,-5210.0
0,Cash loans,M,Y,Y,1,157500.0,225000.0,23625.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14386,-4661,-3859.0
0,Revolving loans,F,Y,N,0,67500.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.006852,-9888,-744,-3084.0
0,Cash loans,F,N,Y,0,144000.0,406597.5,29047.5,351000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-14802,-616,-1260.0
0,Cash loans,M,Y,Y,2,216000.0,961146.0,31135.5,688500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-13394,-5158,-3455.0
0,Cash loans,M,N,N,1,63000.0,254700.0,20119.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-10813,-1031,-1858.0
0,Cash loans,F,Y,Y,0,112500.0,675000.0,22437.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.007114,-21676,365243,-6000.0
0,Cash loans,M,N,Y,2,180000.0,252000.0,11227.5,252000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-14504,-3374,-612.0
0,Cash loans,F,Y,Y,1,270000.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.009549,-11321,-3119,-2888.0
0,Cash loans,F,Y,Y,2,90000.0,352656.0,21703.5,279000.0,Family,State servant,Higher education,Married,House / apartment,0.006852,-11131,-405,-2082.0
0,Cash loans,M,Y,Y,0,261000.0,1174090.5,49873.5,1080000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0105,-22620,365243,-2813.0
0,Cash loans,M,Y,N,2,135000.0,448299.0,36072.0,387000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,-11375,-274,-726.0
1,Cash loans,F,N,Y,1,180000.0,450000.0,21109.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.028663,-12541,-1992,-3730.0
0,Cash loans,F,N,Y,0,90000.0,814041.0,23931.0,679500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.003069,-18794,-3355,-538.0
0,Cash loans,M,N,Y,1,247500.0,675000.0,26901.0,675000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.018209,-13094,-4468,-4565.0
0,Cash loans,M,Y,N,0,135000.0,241618.5,27454.5,229500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-9204,-599,-4021.0
0,Cash loans,M,N,Y,1,225000.0,523597.5,25317.0,468000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-17380,-3674,-7054.0
0,Cash loans,M,N,Y,0,180000.0,533668.5,25803.0,477000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13606,-1923,-4275.0
0,Cash loans,F,N,N,0,171000.0,725328.0,26050.5,540000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.008019,-15654,-3423,-3444.0
0,Cash loans,M,N,N,0,337500.0,927252.0,24588.0,774000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.0196889999999999,-18443,-3240,-5436.0
1,Revolving loans,F,N,Y,0,225000.0,585000.0,29250.0,585000.0,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018209,-22425,365243,-10936.0
0,Cash loans,F,N,N,1,202500.0,534204.0,28588.5,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.072508,-17629,-9966,-9958.0
0,Cash loans,F,N,Y,0,135000.0,1575000.0,41679.0,1575000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-21602,365243,-3020.0
0,Cash loans,F,N,N,0,144000.0,1546020.0,45333.0,1350000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.018634,-18169,-2119,-5432.0
0,Revolving loans,F,N,Y,1,45000.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,Co-op apartment,0.018634,-7917,-659,-7886.0
0,Cash loans,F,N,Y,0,72000.0,50940.0,5535.0,45000.0,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.00733,-23149,365243,-12410.0
0,Cash loans,F,N,Y,0,157500.0,161730.0,8257.5,135000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.0105,-10214,-1059,-4246.0
0,Cash loans,F,N,Y,0,67500.0,130500.0,5049.0,130500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-20611,365243,-4342.0
0,Cash loans,M,Y,N,0,112500.0,526491.0,24394.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-16377,-4651,-3395.0
0,Cash loans,F,N,N,0,301500.0,673659.0,70870.5,648000.0,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.019101,-11654,-2701,-3556.0
0,Cash loans,F,N,Y,0,153000.0,296280.0,18256.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.003813,-24253,365243,-3793.0
0,Cash loans,F,N,N,0,90000.0,450000.0,22990.5,450000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.028663,-9310,-278,-582.0
0,Cash loans,M,Y,Y,2,157500.0,545040.0,26640.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-14189,-723,-210.0
0,Cash loans,M,Y,N,1,135000.0,450000.0,30442.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-11706,-4167,-2734.0
0,Cash loans,F,N,Y,2,112500.0,526491.0,19039.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0088659999999999,-13730,-2016,-1407.0
0,Cash loans,M,Y,Y,1,180000.0,728460.0,46728.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-16348,-5469,-8093.0
0,Cash loans,F,N,Y,1,112500.0,808650.0,26217.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-19649,365243,-12126.0
0,Cash loans,F,N,N,3,135000.0,225000.0,10944.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-12617,-209,-1366.0
0,Cash loans,F,N,Y,0,63000.0,76410.0,8356.5,67500.0,Family,Pensioner,Secondary / secondary special,Married,Office apartment,0.010147,-21491,365243,-2064.0
0,Revolving loans,F,N,Y,0,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010147,-16229,-237,-8569.0
0,Cash loans,M,Y,Y,1,180000.0,675000.0,17806.5,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-10944,-1546,-10043.0
0,Revolving loans,F,Y,Y,0,157500.0,450000.0,22500.0,450000.0,Family,Working,Higher education,Married,House / apartment,0.009175,-16511,-1913,-9036.0
0,Cash loans,F,N,Y,0,67500.0,454500.0,20020.5,454500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-22224,365243,-11212.0
0,Cash loans,M,N,N,0,135000.0,675000.0,21906.0,675000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-23117,365243,-10275.0
0,Cash loans,M,Y,Y,2,225000.0,450000.0,17140.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-11843,-2172,-2175.0
0,Cash loans,F,N,Y,1,45000.0,47970.0,4873.5,45000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.018209,-11276,-815,-902.0
